model,scenario,region,variable,item,unit,year,value
aglink,baseline,chn,othu,ric,1000 t,2040,44672.07934
aglink,baseline,chn,othu,rum,1000 t,2000,2737.79018
aglink,baseline,chn,othu,rum,1000 t,2010,3647.882105
aglink,baseline,chn,othu,rum,1000 t,2020,5224.274082
aglink,baseline,chn,othu,rum,1000 t,2030,6096.680137
aglink,baseline,chn,othu,rum,1000 t,2040,6620.494049
aglink,baseline,chn,othu,vfn,1000 t,2000,6721.109485
aglink,baseline,chn,othu,vfn,1000 t,2010,6805.589553
aglink,baseline,chn,othu,vfn,1000 t,2020,8089.098234
aglink,baseline,chn,othu,vfn,1000 t,2030,11864.84049
aglink,baseline,chn,othu,vfn,1000 t,2040,13310.56878
aglink,baseline,chn,othu,wht,1000 t,2000,22425.37066
aglink,baseline,chn,othu,wht,1000 t,2010,21036.0631
aglink,baseline,chn,othu,wht,1000 t,2020,27275.45531
aglink,baseline,chn,othu,wht,1000 t,2030,24520.2726
aglink,baseline,chn,othu,wht,1000 t,2040,24548.91167
aglink,baseline,chn,prod,cgr,1000 t,2000,163188.1916
aglink,baseline,chn,prod,cgr,1000 t,2010,199670.8001
aglink,baseline,chn,prod,cgr,1000 t,2020,270768.6771
aglink,baseline,chn,prod,cgr,1000 t,2030,307204.8021
aglink,baseline,chn,prod,cgr,1000 t,2040,325782.3516
aglink,baseline,chn,prod,dry,1000 t,2000,11986.045
aglink,baseline,chn,prod,dry,1000 t,2010,35435.372
aglink,baseline,chn,prod,dry,1000 t,2020,38484.624
aglink,baseline,chn,prod,dry,1000 t,2030,47843.34231
aglink,baseline,chn,prod,dry,1000 t,2040,53142.48599
aglink,baseline,chn,prod,nrm,1000 t,2000,73440.2027
aglink,baseline,chn,prod,nrm,1000 t,2010,95579.30873
aglink,baseline,chn,prod,nrm,1000 t,2020,99421.22594
aglink,baseline,chn,prod,nrm,1000 t,2030,117834.9007
aglink,baseline,chn,prod,nrm,1000 t,2040,123614.121
aglink,baseline,chn,prod,osd,1000 t,2000,38854.1
aglink,baseline,chn,prod,osd,1000 t,2010,40503.2
aglink,baseline,chn,prod,osd,1000 t,2020,54392
aglink,baseline,chn,prod,osd,1000 t,2030,59957.42698
aglink,baseline,chn,prod,osd,1000 t,2040,64295.71394
aglink,baseline,chn,prod,pfb,1000 t,2000,4505
aglink,baseline,chn,prod,pfb,1000 t,2010,6600
aglink,baseline,chn,prod,pfb,1000 t,2020,5910
aglink,baseline,chn,prod,pfb,1000 t,2030,6057.76931
aglink,baseline,chn,prod,pfb,1000 t,2040,6366.903172
aglink,baseline,chn,prod,ric,1000 t,2000,128716.98
aglink,baseline,chn,prod,ric,1000 t,2010,135099.6
aglink,baseline,chn,prod,ric,1000 t,2020,148302
aglink,baseline,chn,prod,ric,1000 t,2030,149811.4836
aglink,baseline,chn,prod,ric,1000 t,2040,155220.6699
aglink,baseline,chn,prod,rum,1000 t,2000,7772.470001
aglink,baseline,chn,prod,rum,1000 t,2010,10351.48392
aglink,baseline,chn,prod,rum,1000 t,2020,11645
aglink,baseline,chn,prod,rum,1000 t,2030,13126.49057
aglink,baseline,chn,prod,rum,1000 t,2040,14029.22037
aglink,baseline,chn,prod,sgc,1000 t,2000,76354
aglink,baseline,chn,prod,sgc,1000 t,2010,113033.5
aglink,baseline,chn,prod,sgc,1000 t,2020,120105
aglink,baseline,chn,prod,sgc,1000 t,2030,122076.2202
aglink,baseline,chn,prod,sgc,1000 t,2040,126340.8926
aglink,baseline,chn,prod,vfn,1000 t,2000,50107.64398
aglink,baseline,chn,prod,vfn,1000 t,2010,42387.7473
aglink,baseline,chn,prod,vfn,1000 t,2020,49404.30672
aglink,baseline,chn,prod,vfn,1000 t,2030,52727.35204
aglink,baseline,chn,prod,vfn,1000 t,2040,54256.55719
aglink,baseline,chn,prod,wht,1000 t,2000,99636
aglink,baseline,chn,prod,wht,1000 t,2010,116141
aglink,baseline,chn,prod,wht,1000 t,2020,134254
aglink,baseline,chn,prod,wht,1000 t,2030,136046.1018
aglink,baseline,chn,prod,wht,1000 t,2040,137179.6384
aglink,baseline,chn,yild,cgr,t/ha,2000,5.815687513
aglink,baseline,chn,yild,cgr,t/ha,2010,5.174293194
aglink,baseline,chn,yild,cgr,t/ha,2020,6.051562169
aglink,baseline,chn,yild,cgr,t/ha,2030,6.403045814
aglink,baseline,chn,yild,cgr,t/ha,2040,6.588535151
aglink,baseline,chn,yild,dry,t/ha,2000,1.7238125
aglink,baseline,chn,yild,dry,t/ha,2010,2.139940849
aglink,baseline,chn,yild,dry,t/ha,2020,2.474920863
aglink,baseline,chn,yild,dry,t/ha,2030,2.999951827
aglink,baseline,chn,yild,dry,t/ha,2040,3.248312804
aglink,baseline,chn,yild,osd,t/ha,2000,1.698051446
aglink,baseline,chn,yild,osd,t/ha,2010,1.891422261
aglink,baseline,chn,yild,osd,t/ha,2020,2.440356147
aglink,baseline,chn,yild,osd,t/ha,2030,2.61792777
aglink,baseline,chn,yild,osd,t/ha,2040,2.802988287
aglink,baseline,chn,yild,pfb,t/ha,2000,1.093181267
aglink,baseline,chn,yild,pfb,t/ha,2010,1.253085248
aglink,baseline,chn,yild,pfb,t/ha,2020,1.864353312
aglink,baseline,chn,yild,pfb,t/ha,2030,2.028219654
aglink,baseline,chn,yild,pfb,t/ha,2040,2.19328169
aglink,baseline,chn,yild,ric,t/ha,2000,4.29600761
aglink,baseline,chn,yild,ric,t/ha,2010,4.488827074
aglink,baseline,chn,yild,ric,t/ha,2020,4.930908365
aglink,baseline,chn,yild,ric,t/ha,2030,5.199989778
aglink,baseline,chn,yild,ric,t/ha,2040,5.548792124
aglink,baseline,chn,yild,sgc,t/ha,2000,50.4319683
aglink,baseline,chn,yild,sgc,t/ha,2010,62.47740702
aglink,baseline,chn,yild,sgc,t/ha,2020,76.68511885
aglink,baseline,chn,yild,sgc,t/ha,2030,80.74881948
aglink,baseline,chn,yild,sgc,t/ha,2040,81.93951632
aglink,baseline,chn,yild,vfn,t/ha,2000,3.525044999
aglink,baseline,chn,yild,vfn,t/ha,2010,3.801770353
aglink,baseline,chn,yild,vfn,t/ha,2020,5.203631388
aglink,baseline,chn,yild,vfn,t/ha,2030,5.784762904
aglink,baseline,chn,yild,vfn,t/ha,2040,6.149334782
aglink,baseline,chn,yild,wht,t/ha,2000,3.738265861
aglink,baseline,chn,yild,wht,t/ha,2010,4.748395274
aglink,baseline,chn,yild,wht,t/ha,2020,5.666399358
aglink,baseline,chn,yild,wht,t/ha,2030,6.0477131
aglink,baseline,chn,yild,wht,t/ha,2040,6.29333075
aglink,baseline,eue,area,cgr,1000 ha,2000,34026.63
aglink,baseline,eue,area,cgr,1000 ha,2010,29024.61333
aglink,baseline,eue,area,cgr,1000 ha,2020,29459.48372
aglink,baseline,eue,area,cgr,1000 ha,2030,27271.57483
aglink,baseline,eue,area,cgr,1000 ha,2040,26681.88072
aglink,baseline,eue,area,osd,1000 ha,2000,8090.25
aglink,baseline,eue,area,osd,1000 ha,2010,10674.63
aglink,baseline,eue,area,osd,1000 ha,2020,10660.27
aglink,baseline,eue,area,osd,1000 ha,2030,11674.27011
aglink,baseline,eue,area,osd,1000 ha,2040,11356.62744
aglink,baseline,eue,area,pfb,1000 ha,2000,496.5082177
aglink,baseline,eue,area,pfb,1000 ha,2010,283.8001948
aglink,baseline,eue,area,pfb,1000 ha,2020,325.3364017
aglink,baseline,eue,area,pfb,1000 ha,2030,326.6140429
aglink,baseline,eue,area,pfb,1000 ha,2040,331.4009057
aglink,baseline,eue,area,ric,1000 ha,2000,409.7
aglink,baseline,eue,area,ric,1000 ha,2010,473.7
aglink,baseline,eue,area,ric,1000 ha,2020,427.07
aglink,baseline,eue,area,ric,1000 ha,2030,357.0937552
aglink,baseline,eue,area,ric,1000 ha,2040,357.0379346
aglink,baseline,eue,area,sgc,1000 ha,2000,2322
aglink,baseline,eue,area,sgc,1000 ha,2010,1493.34
aglink,baseline,eue,area,sgc,1000 ha,2020,1471.87
aglink,baseline,eue,area,sgc,1000 ha,2030,1455.058443
aglink,baseline,eue,area,sgc,1000 ha,2040,1404.847876
aglink,baseline,eue,area,vfn,1000 ha,2000,5201.65467
aglink,baseline,eue,area,vfn,1000 ha,2010,3390.462949
aglink,baseline,eue,area,vfn,1000 ha,2020,3673
aglink,baseline,eue,area,vfn,1000 ha,2030,3834.43015
aglink,baseline,eue,area,vfn,1000 ha,2040,4216.356927
aglink,baseline,eue,area,wht,1000 ha,2000,24582.84311
aglink,baseline,eue,area,wht,1000 ha,2010,24098.01
aglink,baseline,eue,area,wht,1000 ha,2020,22775.85
aglink,baseline,eue,area,wht,1000 ha,2030,24086.90538
aglink,baseline,eue,area,wht,1000 ha,2040,24254.14929
aglink,baseline,eue,cons,cgr,1000 t,2000,129070.7692
aglink,baseline,eue,cons,cgr,1000 t,2010,149310.0952
aglink,baseline,eue,cons,cgr,1000 t,2020,160723.5211
aglink,baseline,eue,cons,cgr,1000 t,2030,148537.6951
aglink,baseline,eue,cons,cgr,1000 t,2040,149413.938
aglink,baseline,eue,cons,nrm,1000 t,2000,32144.96605
aglink,baseline,eue,cons,nrm,1000 t,2010,34906.17574
aglink,baseline,eue,cons,nrm,1000 t,2020,36516.35405
aglink,baseline,eue,cons,nrm,1000 t,2030,36249.6829
aglink,baseline,eue,cons,nrm,1000 t,2040,35542.26562
aglink,baseline,eue,cons,osd,1000 t,2000,34077.68972
aglink,baseline,eue,cons,osd,1000 t,2010,41920.43301
aglink,baseline,eue,cons,osd,1000 t,2020,51168.27345
aglink,baseline,eue,cons,osd,1000 t,2030,49564.75606
aglink,baseline,eue,cons,osd,1000 t,2040,50063.57555
aglink,baseline,eue,cons,pfb,1000 t,2000,978.2813
aglink,baseline,eue,cons,pfb,1000 t,2010,210.9571132
aglink,baseline,eue,cons,pfb,1000 t,2020,127.3995031
aglink,baseline,eue,cons,pfb,1000 t,2030,147.1039156
aglink,baseline,eue,cons,pfb,1000 t,2040,155.6079108
aglink,baseline,eue,cons,ric,1000 t,2000,2050.188105
aglink,baseline,eue,cons,ric,1000 t,2010,2379.767034
aglink,baseline,eue,cons,ric,1000 t,2020,3405.56803
aglink,baseline,eue,cons,ric,1000 t,2030,3611.000546
aglink,baseline,eue,cons,ric,1000 t,2040,3628.268092
aglink,baseline,eue,cons,rum,1000 t,2000,8442.872467
aglink,baseline,eue,cons,rum,1000 t,2010,7847.608102
aglink,baseline,eue,cons,rum,1000 t,2020,7299.418793
aglink,baseline,eue,cons,rum,1000 t,2030,6890.445422
aglink,baseline,eue,cons,rum,1000 t,2040,6526.364869
aglink,baseline,eue,cons,vfn,1000 t,2000,21991.1537
aglink,baseline,eue,cons,vfn,1000 t,2010,15526.01471
aglink,baseline,eue,cons,vfn,1000 t,2020,17258.9993
aglink,baseline,eue,cons,vfn,1000 t,2030,17160.95937
aglink,baseline,eue,cons,vfn,1000 t,2040,18214.83701
aglink,baseline,eue,cons,wht,1000 t,2000,105601.9041
aglink,baseline,eue,cons,wht,1000 t,2010,112691.5567
aglink,baseline,eue,cons,wht,1000 t,2020,103824.5018
aglink,baseline,eue,cons,wht,1000 t,2030,106008.2497
aglink,baseline,eue,cons,wht,1000 t,2040,103899.0847
aglink,baseline,eue,expo,cgr,1000 t,2000,14874.24031
aglink,baseline,eue,expo,cgr,1000 t,2010,9673.121471
aglink,baseline,eue,expo,cgr,1000 t,2020,14646.9411
aglink,baseline,eue,expo,cgr,1000 t,2030,15926.9613
aglink,baseline,eue,expo,cgr,1000 t,2040,16707.7321
aglink,baseline,eue,expo,nrm,1000 t,2000,3578.951704
aglink,baseline,eue,expo,nrm,1000 t,2010,4736.055477
aglink,baseline,eue,expo,nrm,1000 t,2020,7600.243508
aglink,baseline,eue,expo,nrm,1000 t,2030,5838.265238
aglink,baseline,eue,expo,nrm,1000 t,2040,6051.949958
aglink,baseline,eue,expo,osd,1000 t,2000,979.715855
aglink,baseline,eue,expo,osd,1000 t,2010,1037.287855
aglink,baseline,eue,expo,osd,1000 t,2020,1067.181208
aglink,baseline,eue,expo,osd,1000 t,2030,1031.684245
aglink,baseline,eue,expo,osd,1000 t,2040,1141.371035
aglink,baseline,eue,expo,pfb,1000 t,2000,851.7806
aglink,baseline,eue,expo,pfb,1000 t,2010,390.4656
aglink,baseline,eue,expo,pfb,1000 t,2020,373.5717006
aglink,baseline,eue,expo,pfb,1000 t,2030,415.3716416
aglink,baseline,eue,expo,pfb,1000 t,2040,417.8470642
aglink,baseline,eue,expo,ric,1000 t,2000,354.588669
aglink,baseline,eue,expo,ric,1000 t,2010,440.703617
aglink,baseline,eue,expo,ric,1000 t,2020,448.970826
aglink,baseline,eue,expo,ric,1000 t,2030,653.3889968
aglink,baseline,eue,expo,ric,1000 t,2040,875.2920376
aglink,baseline,eue,expo,rum,1000 t,2000,807.168779
aglink,baseline,eue,expo,rum,1000 t,2010,658.99747
aglink,baseline,eue,expo,rum,1000 t,2020,946.063482
aglink,baseline,eue,expo,rum,1000 t,2030,787.2507464
aglink,baseline,eue,expo,rum,1000 t,2040,769.9482788
aglink,baseline,eue,expo,vfn,1000 t,2000,338.576126
aglink,baseline,eue,expo,vfn,1000 t,2010,840.062673
aglink,baseline,eue,expo,vfn,1000 t,2020,881.024816
aglink,baseline,eue,expo,vfn,1000 t,2030,696.2044179
aglink,baseline,eue,expo,vfn,1000 t,2040,870.9650863
aglink,baseline,eue,expo,wht,1000 t,2000,15297.5316
aglink,baseline,eue,expo,wht,1000 t,2010,22757.83608
aglink,baseline,eue,expo,wht,1000 t,2020,28224.89198
aglink,baseline,eue,expo,wht,1000 t,2030,34679.99148
aglink,baseline,eue,expo,wht,1000 t,2040,36957.41174
aglink,baseline,eue,feed,cgr,1000 t,2000,110339.7966
aglink,baseline,eue,feed,cgr,1000 t,2010,112891.5116
aglink,baseline,eue,feed,cgr,1000 t,2020,123534.8711
aglink,baseline,eue,feed,cgr,1000 t,2030,110651.4027
aglink,baseline,eue,feed,cgr,1000 t,2040,111407.0405
aglink,baseline,eue,feed,vfn,1000 t,2000,8637.680556
aglink,baseline,eue,feed,vfn,1000 t,2010,3310.548653
aglink,baseline,eue,feed,vfn,1000 t,2020,4745.284309
aglink,baseline,eue,feed,vfn,1000 t,2030,4163.380113
aglink,baseline,eue,feed,vfn,1000 t,2040,5059.40115
aglink,baseline,eue,feed,wht,1000 t,2000,46969.71218
aglink,baseline,eue,feed,wht,1000 t,2010,44956
aglink,baseline,eue,feed,wht,1000 t,2020,38600
aglink,baseline,eue,feed,wht,1000 t,2030,42969.27198
aglink,baseline,eue,feed,wht,1000 t,2040,32550.18483
aglink,baseline,eue,food,cgr,1000 t,2000,6772.687535
aglink,baseline,eue,food,cgr,1000 t,2010,7369.24376
aglink,baseline,eue,food,cgr,1000 t,2020,7289.733513
aglink,baseline,eue,food,cgr,1000 t,2030,7753.671654
aglink,baseline,eue,food,cgr,1000 t,2040,9778.043072
aglink,baseline,eue,food,nrm,1000 t,2000,23786.02289
aglink,baseline,eue,food,nrm,1000 t,2010,25703.32959
aglink,baseline,eue,food,nrm,1000 t,2020,26692.01255
aglink,baseline,eue,food,nrm,1000 t,2030,26129.79542
aglink,baseline,eue,food,nrm,1000 t,2040,25596.60263
aglink,baseline,eue,food,osd,1000 t,2000,390.1873
aglink,baseline,eue,food,osd,1000 t,2010,435.5998
aglink,baseline,eue,food,osd,1000 t,2020,508.3141166
aglink,baseline,eue,food,osd,1000 t,2030,523.7781413
aglink,baseline,eue,food,osd,1000 t,2040,526.2252952
aglink,baseline,eue,food,ric,1000 t,2000,1969.111201
aglink,baseline,eue,food,ric,1000 t,2010,2293.619394
aglink,baseline,eue,food,ric,1000 t,2020,3272.894225
aglink,baseline,eue,food,ric,1000 t,2030,3468.876915
aglink,baseline,eue,food,ric,1000 t,2040,3485.123277
aglink,baseline,eue,food,rum,1000 t,2000,5584.548812
aglink,baseline,eue,food,rum,1000 t,2010,5249.780071
aglink,baseline,eue,food,rum,1000 t,2020,4884.048799
aglink,baseline,eue,food,rum,1000 t,2030,4478.61661
aglink,baseline,eue,food,rum,1000 t,2040,4233.407779
aglink,baseline,eue,food,vfn,1000 t,2000,7651.916369
aglink,baseline,eue,food,vfn,1000 t,2010,7775.2843
aglink,baseline,eue,food,vfn,1000 t,2020,5470.924065
aglink,baseline,eue,food,vfn,1000 t,2030,6084.247551
aglink,baseline,eue,food,vfn,1000 t,2040,6755.032418
aglink,baseline,eue,food,wht,1000 t,2000,47650.85421
aglink,baseline,eue,food,wht,1000 t,2010,49048.15287
aglink,baseline,eue,food,wht,1000 t,2020,49075.58792
aglink,baseline,eue,food,wht,1000 t,2030,50055.95282
aglink,baseline,eue,food,wht,1000 t,2040,51401.81332
aglink,baseline,eue,impo,cgr,1000 t,2000,4972.7425
aglink,baseline,eue,impo,cgr,1000 t,2010,9304.277094
aglink,baseline,eue,impo,cgr,1000 t,2020,16098.67236
aglink,baseline,eue,impo,cgr,1000 t,2030,19312.4069
aglink,baseline,eue,impo,cgr,1000 t,2040,20858.46113
aglink,baseline,eue,impo,nrm,1000 t,2000,587.359402
aglink,baseline,eue,impo,nrm,1000 t,2010,1032.127978
aglink,baseline,eue,impo,nrm,1000 t,2020,917.115277
aglink,baseline,eue,impo,nrm,1000 t,2030,1062.04205
aglink,baseline,eue,impo,nrm,1000 t,2040,1086.292645
aglink,baseline,eue,impo,osd,1000 t,2000,18016.16384
aglink,baseline,eue,impo,osd,1000 t,2010,16287.56316
aglink,baseline,eue,impo,osd,1000 t,2020,22230.29466
aglink,baseline,eue,impo,osd,1000 t,2030,18492.12948
aglink,baseline,eue,impo,osd,1000 t,2040,19747.70913
aglink,baseline,eue,impo,pfb,1000 t,2000,1242.0119
aglink,baseline,eue,impo,pfb,1000 t,2010,358.4127124
aglink,baseline,eue,impo,pfb,1000 t,2020,238.8772426
aglink,baseline,eue,impo,pfb,1000 t,2030,272.4224622
aglink,baseline,eue,impo,pfb,1000 t,2040,270.4646109
aglink,baseline,eue,impo,ric,1000 t,2000,847.670026
aglink,baseline,eue,impo,ric,1000 t,2010,948.4574298
aglink,baseline,eue,impo,ric,1000 t,2020,2122.929166
aglink,baseline,eue,impo,ric,1000 t,2030,2813.034957
aglink,baseline,eue,impo,ric,1000 t,2040,3056.471866
aglink,baseline,eue,impo,rum,1000 t,2000,471.565682
aglink,baseline,eue,impo,rum,1000 t,2010,555.09546
aglink,baseline,eue,impo,rum,1000 t,2020,465.957392
aglink,baseline,eue,impo,rum,1000 t,2030,550.2163045
aglink,baseline,eue,impo,rum,1000 t,2040,581.4648124
aglink,baseline,eue,impo,vfn,1000 t,2000,1298.157221
aglink,baseline,eue,impo,vfn,1000 t,2010,1088.582072
aglink,baseline,eue,impo,vfn,1000 t,2020,1486.667865
aglink,baseline,eue,impo,vfn,1000 t,2030,785.2909295
aglink,baseline,eue,impo,vfn,1000 t,2040,863.5764903
aglink,baseline,eue,impo,wht,1000 t,2000,5572.6211
aglink,baseline,eue,impo,wht,1000 t,2010,6520.629979
aglink,baseline,eue,impo,wht,1000 t,2020,5259.127532
aglink,baseline,eue,impo,wht,1000 t,2030,5260.264245
aglink,baseline,eue,impo,wht,1000 t,2040,4876.127626
aglink,baseline,eue,land,crp,1000 ha,2000,78967.724
aglink,baseline,eue,land,crp,1000 ha,2010,95047.10255
aglink,baseline,eue,land,crp,1000 ha,2020,91244.3377
aglink,baseline,eue,land,crp,1000 ha,2030,91203.97303
aglink,baseline,eue,land,crp,1000 ha,2040,91956.14469
aglink,baseline,eue,land,for,1000 ha,2000,151798.3696
aglink,baseline,eue,land,for,1000 ha,2010,156613.313
aglink,baseline,eue,land,for,1000 ha,2020,159497.43
aglink,baseline,eue,land,for,1000 ha,2030,160533.7275
aglink,baseline,eue,land,for,1000 ha,2040,160868.0661
aglink,baseline,eue,land,grs,1000 ha,2000,70005.74
aglink,baseline,eue,land,grs,1000 ha,2010,70191.5
aglink,baseline,eue,land,grs,1000 ha,2020,70844.91
aglink,baseline,eue,land,grs,1000 ha,2030,70534.77289
aglink,baseline,eue,land,grs,1000 ha,2040,69765.67417
aglink,baseline,eue,land,nld,1000 ha,2000,69405.4764
aglink,baseline,eue,land,nld,1000 ha,2010,77676.32045
aglink,baseline,eue,land,nld,1000 ha,2020,78058.239
aglink,baseline,eue,land,nld,1000 ha,2030,76814.48905
aglink,baseline,eue,land,nld,1000 ha,2040,75700
aglink,baseline,eue,nett,cgr,1000 t,2000,9901.497813
aglink,baseline,eue,nett,cgr,1000 t,2010,368.844377
aglink,baseline,eue,nett,cgr,1000 t,2020,-1451.731253
aglink,baseline,eue,nett,cgr,1000 t,2030,-3385.445597
aglink,baseline,eue,nett,cgr,1000 t,2040,-4150.729037
aglink,baseline,eue,nett,nrm,1000 t,2000,2991.592302
aglink,baseline,eue,nett,nrm,1000 t,2010,3703.927499
aglink,baseline,eue,nett,nrm,1000 t,2020,6683.128231
aglink,baseline,eue,nett,nrm,1000 t,2030,4776.223188
aglink,baseline,eue,nett,nrm,1000 t,2040,4965.657312
aglink,baseline,eue,nett,osd,1000 t,2000,-17036.44798
aglink,baseline,eue,nett,osd,1000 t,2010,-15250.27531
aglink,baseline,eue,nett,osd,1000 t,2020,-21163.11345
aglink,baseline,eue,nett,osd,1000 t,2030,-17460.44524
aglink,baseline,eue,nett,osd,1000 t,2040,-18606.3381
aglink,baseline,eue,nett,pfb,1000 t,2000,-390.2313005
aglink,baseline,eue,nett,pfb,1000 t,2010,32.05288761
aglink,baseline,eue,nett,pfb,1000 t,2020,134.694458
aglink,baseline,eue,nett,pfb,1000 t,2030,142.9491794
aglink,baseline,eue,nett,pfb,1000 t,2040,147.3824532
aglink,baseline,eue,nett,ric,1000 t,2000,-493.081357
aglink,baseline,eue,nett,ric,1000 t,2010,-507.7538128
aglink,baseline,eue,nett,ric,1000 t,2020,-1673.95834
aglink,baseline,eue,nett,ric,1000 t,2030,-2159.64596
aglink,baseline,eue,nett,ric,1000 t,2040,-2181.179828
aglink,baseline,eue,nett,rum,1000 t,2000,335.603097
aglink,baseline,eue,nett,rum,1000 t,2010,103.90201
aglink,baseline,eue,nett,rum,1000 t,2020,480.10609
aglink,baseline,eue,nett,rum,1000 t,2030,237.0344419
aglink,baseline,eue,nett,rum,1000 t,2040,188.4834664
aglink,baseline,eue,nett,vfn,1000 t,2000,-959.581095
aglink,baseline,eue,nett,vfn,1000 t,2010,-248.5193992
aglink,baseline,eue,nett,vfn,1000 t,2020,-605.6430494
aglink,baseline,eue,nett,vfn,1000 t,2030,-89.08651163
aglink,baseline,eue,nett,vfn,1000 t,2040,7.388595998
aglink,baseline,eue,nett,wht,1000 t,2000,9724.9105
aglink,baseline,eue,nett,wht,1000 t,2010,16237.2061
aglink,baseline,eue,nett,wht,1000 t,2020,22965.76445
aglink,baseline,eue,nett,wht,1000 t,2030,29419.72723
aglink,baseline,eue,nett,wht,1000 t,2040,32081.28411
aglink,baseline,eue,othu,cgr,1000 t,2000,11958.28505
aglink,baseline,eue,othu,cgr,1000 t,2010,29049.3398
aglink,baseline,eue,othu,cgr,1000 t,2020,29898.91652
aglink,baseline,eue,othu,cgr,1000 t,2030,30132.62079
aglink,baseline,eue,othu,cgr,1000 t,2040,28228.85442
aglink,baseline,eue,othu,nrm,1000 t,2000,8358.943166
aglink,baseline,eue,othu,nrm,1000 t,2010,9202.846154
aglink,baseline,eue,othu,nrm,1000 t,2020,9824.341491
aglink,baseline,eue,othu,nrm,1000 t,2030,10119.88747
aglink,baseline,eue,othu,nrm,1000 t,2040,9945.662986
aglink,baseline,eue,othu,osd,1000 t,2000,33687.50242
aglink,baseline,eue,othu,osd,1000 t,2010,41484.83321
aglink,baseline,eue,othu,osd,1000 t,2020,50659.95934
aglink,baseline,eue,othu,osd,1000 t,2030,49040.97792
aglink,baseline,eue,othu,osd,1000 t,2040,49537.35026
aglink,baseline,eue,othu,pfb,1000 t,2000,978.2813
aglink,baseline,eue,othu,pfb,1000 t,2010,210.9571132
aglink,baseline,eue,othu,pfb,1000 t,2020,127.3995031
aglink,baseline,eue,othu,pfb,1000 t,2030,147.1039156
aglink,baseline,eue,othu,pfb,1000 t,2040,155.6079108
aglink,baseline,eue,othu,ric,1000 t,2000,81.07690401
aglink,baseline,eue,othu,ric,1000 t,2010,86.14763923
aglink,baseline,eue,othu,ric,1000 t,2020,132.6738056
aglink,baseline,eue,othu,ric,1000 t,2030,142.1236308
aglink,baseline,eue,othu,ric,1000 t,2040,143.144815
aglink,baseline,eue,othu,rum,1000 t,2000,2858.323655
aglink,baseline,eue,othu,rum,1000 t,2010,2597.828031
aglink,baseline,eue,othu,rum,1000 t,2020,2415.369994
aglink,baseline,eue,othu,rum,1000 t,2030,2411.828812
aglink,baseline,eue,othu,rum,1000 t,2040,2292.95709
aglink,baseline,eue,othu,vfn,1000 t,2000,5701.556773
aglink,baseline,eue,othu,vfn,1000 t,2010,4440.181755
aglink,baseline,eue,othu,vfn,1000 t,2020,7042.79093
aglink,baseline,eue,othu,vfn,1000 t,2030,6913.331705
aglink,baseline,eue,othu,vfn,1000 t,2040,6400.403444
aglink,baseline,eue,othu,wht,1000 t,2000,10981.33771
aglink,baseline,eue,othu,wht,1000 t,2010,18687.40381
aglink,baseline,eue,othu,wht,1000 t,2020,16148.9139
aglink,baseline,eue,othu,wht,1000 t,2030,12983.02486
aglink,baseline,eue,othu,wht,1000 t,2040,19947.08652
aglink,baseline,eue,prod,cgr,1000 t,2000,140349.3944
aglink,baseline,eue,prod,cgr,1000 t,2010,138627.76
aglink,baseline,eue,prod,cgr,1000 t,2020,158406.1819
aglink,baseline,eue,prod,cgr,1000 t,2030,145261.2821
aglink,baseline,eue,prod,cgr,1000 t,2040,145317.5628
aglink,baseline,eue,prod,dry,1000 t,2000,135537.83
aglink,baseline,eue,prod,dry,1000 t,2010,135826.34
aglink,baseline,eue,prod,dry,1000 t,2020,154039.92
aglink,baseline,eue,prod,dry,1000 t,2030,152459.5209
aglink,baseline,eue,prod,dry,1000 t,2040,148633.3552
aglink,baseline,eue,prod,nrm,1000 t,2000,35143.42202
aglink,baseline,eue,prod,nrm,1000 t,2010,38610.10324
aglink,baseline,eue,prod,nrm,1000 t,2020,43199.48228
aglink,baseline,eue,prod,nrm,1000 t,2030,41020.3288
aglink,baseline,eue,prod,nrm,1000 t,2040,40525.56639
aglink,baseline,eue,prod,osd,1000 t,2000,16902.65
aglink,baseline,eue,prod,osd,1000 t,2010,26580.53
aglink,baseline,eue,prod,osd,1000 t,2020,28305.16
aglink,baseline,eue,prod,osd,1000 t,2030,32076.02273
aglink,baseline,eue,prod,osd,1000 t,2040,31428.85442
aglink,baseline,eue,prod,pfb,1000 t,2000,542.5699995
aglink,baseline,eue,prod,pfb,1000 t,2010,251.9100008
aglink,baseline,eue,prod,pfb,1000 t,2020,280.6518045
aglink,baseline,eue,prod,pfb,1000 t,2030,289.716838
aglink,baseline,eue,prod,pfb,1000 t,2040,303.1412256
aglink,baseline,eue,prod,ric,1000 t,2000,1559.41018
aglink,baseline,eue,prod,ric,1000 t,2010,1840.013221
aglink,baseline,eue,prod,ric,1000 t,2020,1731.854569
aglink,baseline,eue,prod,ric,1000 t,2030,1447.564937
aglink,baseline,eue,prod,ric,1000 t,2040,1447.441672
aglink,baseline,eue,prod,rum,1000 t,2000,8778.475564
aglink,baseline,eue,prod,rum,1000 t,2010,7951.510112
aglink,baseline,eue,prod,rum,1000 t,2020,7779.524883
aglink,baseline,eue,prod,rum,1000 t,2030,7127.182391
aglink,baseline,eue,prod,rum,1000 t,2040,6714.782518
aglink,baseline,eue,prod,sgc,1000 t,2000,128124.44
aglink,baseline,eue,prod,sgc,1000 t,2010,98671.63
