model,scenario,region,variable,item,unit,year,value
aglink,baseline,ssa,land,crp,1000 ha,2030,233501.8253
aglink,baseline,ssa,land,crp,1000 ha,2040,246975.8839
aglink,baseline,ssa,land,for,1000 ha,2000,672490.0456
aglink,baseline,ssa,land,for,1000 ha,2010,639729.63
aglink,baseline,ssa,land,for,1000 ha,2020,602039.09
aglink,baseline,ssa,land,for,1000 ha,2030,585631.3336
aglink,baseline,ssa,land,for,1000 ha,2040,574351.916
aglink,baseline,ssa,land,grs,1000 ha,2000,655071.8859
aglink,baseline,ssa,land,grs,1000 ha,2010,672895.0763
aglink,baseline,ssa,land,grs,1000 ha,2020,669320.1506
aglink,baseline,ssa,land,grs,1000 ha,2030,667298.4746
aglink,baseline,ssa,land,grs,1000 ha,2040,667103.8336
aglink,baseline,ssa,land,nld,1000 ha,2000,580224.2646
aglink,baseline,ssa,land,nld,1000 ha,2010,570988.3337
aglink,baseline,ssa,land,nld,1000 ha,2020,574354.2913
aglink,baseline,ssa,land,nld,1000 ha,2030,578503.7139
aglink,baseline,ssa,land,nld,1000 ha,2040,576503.7139
aglink,baseline,ssa,nett,cgr,1000 t,2000,-2445.916334
aglink,baseline,ssa,nett,cgr,1000 t,2010,3566.695391
aglink,baseline,ssa,nett,cgr,1000 t,2020,2317.955427
aglink,baseline,ssa,nett,cgr,1000 t,2030,-3718.986055
aglink,baseline,ssa,nett,cgr,1000 t,2040,-2305.779982
aglink,baseline,ssa,nett,nrm,1000 t,2000,-402.4825348
aglink,baseline,ssa,nett,nrm,1000 t,2010,-1068.869085
aglink,baseline,ssa,nett,nrm,1000 t,2020,-2039.511151
aglink,baseline,ssa,nett,nrm,1000 t,2030,-3843.638188
aglink,baseline,ssa,nett,nrm,1000 t,2040,-5399.917029
aglink,baseline,ssa,nett,osd,1000 t,2000,41.7464071
aglink,baseline,ssa,nett,osd,1000 t,2010,136.6154853
aglink,baseline,ssa,nett,osd,1000 t,2020,11.9839181
aglink,baseline,ssa,nett,osd,1000 t,2030,-236.8326227
aglink,baseline,ssa,nett,osd,1000 t,2040,-395.9563434
aglink,baseline,ssa,nett,pfb,1000 t,2000,933.1416344
aglink,baseline,ssa,nett,pfb,1000 t,2010,742.3487081
aglink,baseline,ssa,nett,pfb,1000 t,2020,1489.727101
aglink,baseline,ssa,nett,pfb,1000 t,2030,1425.390026
aglink,baseline,ssa,nett,pfb,1000 t,2040,1617.132157
aglink,baseline,ssa,nett,ric,1000 t,2000,-6824.531208
aglink,baseline,ssa,nett,ric,1000 t,2010,-9816.293503
aglink,baseline,ssa,nett,ric,1000 t,2020,-16489.81025
aglink,baseline,ssa,nett,ric,1000 t,2030,-25147.55703
aglink,baseline,ssa,nett,ric,1000 t,2040,-34975.99231
aglink,baseline,ssa,nett,rum,1000 t,2000,-21.045945
aglink,baseline,ssa,nett,rum,1000 t,2010,-1.900206
aglink,baseline,ssa,nett,rum,1000 t,2020,-46.85545174
aglink,baseline,ssa,nett,rum,1000 t,2030,-235.131072
aglink,baseline,ssa,nett,rum,1000 t,2040,-511.0534499
aglink,baseline,ssa,nett,vfn,1000 t,2000,-217.9255985
aglink,baseline,ssa,nett,vfn,1000 t,2010,84.53550413
aglink,baseline,ssa,nett,vfn,1000 t,2020,757.1688218
aglink,baseline,ssa,nett,vfn,1000 t,2030,-898.920127
aglink,baseline,ssa,nett,vfn,1000 t,2040,-508.227286
aglink,baseline,ssa,nett,wht,1000 t,2000,-8295.535466
aglink,baseline,ssa,nett,wht,1000 t,2010,-13399.23598
aglink,baseline,ssa,nett,wht,1000 t,2020,-20356.11843
aglink,baseline,ssa,nett,wht,1000 t,2030,-26496.49217
aglink,baseline,ssa,nett,wht,1000 t,2040,-31549.3448
aglink,baseline,ssa,othu,cgr,1000 t,2000,9725.576655
aglink,baseline,ssa,othu,cgr,1000 t,2010,21050.8689
aglink,baseline,ssa,othu,cgr,1000 t,2020,23269.56516
aglink,baseline,ssa,othu,cgr,1000 t,2030,23368.38157
aglink,baseline,ssa,othu,cgr,1000 t,2040,26385.3279
aglink,baseline,ssa,othu,nrm,1000 t,2000,1277.553183
aglink,baseline,ssa,othu,nrm,1000 t,2010,2185.825533
aglink,baseline,ssa,othu,nrm,1000 t,2020,3201.88091
aglink,baseline,ssa,othu,nrm,1000 t,2030,4133.854351
aglink,baseline,ssa,othu,nrm,1000 t,2040,5247.420828
aglink,baseline,ssa,othu,osd,1000 t,2000,3990.949468
aglink,baseline,ssa,othu,osd,1000 t,2010,5459.290562
aglink,baseline,ssa,othu,osd,1000 t,2020,7405.375995
aglink,baseline,ssa,othu,osd,1000 t,2030,8563.753482
aglink,baseline,ssa,othu,osd,1000 t,2040,9095.729783
aglink,baseline,ssa,othu,pfb,1000 t,2000,265.1963619
aglink,baseline,ssa,othu,pfb,1000 t,2010,157.0418749
aglink,baseline,ssa,othu,pfb,1000 t,2020,199.6955601
aglink,baseline,ssa,othu,pfb,1000 t,2030,230.7564485
aglink,baseline,ssa,othu,pfb,1000 t,2040,279.1746818
aglink,baseline,ssa,othu,ric,1000 t,2000,1836.750127
aglink,baseline,ssa,othu,ric,1000 t,2010,4158.760073
aglink,baseline,ssa,othu,ric,1000 t,2020,5865.66552
aglink,baseline,ssa,othu,ric,1000 t,2030,6914.051142
aglink,baseline,ssa,othu,ric,1000 t,2040,8291.761028
aglink,baseline,ssa,othu,rum,1000 t,2000,1502.466644
aglink,baseline,ssa,othu,rum,1000 t,2010,2056.537586
aglink,baseline,ssa,othu,rum,1000 t,2020,2542.21367
aglink,baseline,ssa,othu,rum,1000 t,2030,3063.9246
aglink,baseline,ssa,othu,rum,1000 t,2040,3815.378617
aglink,baseline,ssa,othu,vfn,1000 t,2000,12439.57617
aglink,baseline,ssa,othu,vfn,1000 t,2010,18506.24424
aglink,baseline,ssa,othu,vfn,1000 t,2020,28050.40704
aglink,baseline,ssa,othu,vfn,1000 t,2030,34201.14404
aglink,baseline,ssa,othu,vfn,1000 t,2040,40386.37077
aglink,baseline,ssa,othu,wht,1000 t,2000,647.7569724
aglink,baseline,ssa,othu,wht,1000 t,2010,1296.090883
aglink,baseline,ssa,othu,wht,1000 t,2020,2014.439715
aglink,baseline,ssa,othu,wht,1000 t,2030,2232.335212
aglink,baseline,ssa,othu,wht,1000 t,2040,2512.36132
aglink,baseline,ssa,prod,cgr,1000 t,2000,61207.16455
aglink,baseline,ssa,prod,cgr,1000 t,2010,102854.4078
aglink,baseline,ssa,prod,cgr,1000 t,2020,133596.5039
aglink,baseline,ssa,prod,cgr,1000 t,2030,158800.4488
aglink,baseline,ssa,prod,cgr,1000 t,2040,187631.1826
aglink,baseline,ssa,prod,dry,1000 t,2000,15801.9029
aglink,baseline,ssa,prod,dry,1000 t,2010,25762.5939
aglink,baseline,ssa,prod,dry,1000 t,2020,30301.6339
aglink,baseline,ssa,prod,dry,1000 t,2030,38165.68648
aglink,baseline,ssa,prod,dry,1000 t,2040,48834.97513
aglink,baseline,ssa,prod,nrm,1000 t,2000,3608.595437
aglink,baseline,ssa,prod,nrm,1000 t,2010,5529.193071
aglink,baseline,ssa,prod,nrm,1000 t,2020,7340.071288
aglink,baseline,ssa,prod,nrm,1000 t,2030,8677.956299
aglink,baseline,ssa,prod,nrm,1000 t,2040,10434.07808
aglink,baseline,ssa,prod,osd,1000 t,2000,6881.65673
aglink,baseline,ssa,prod,osd,1000 t,2010,9114.134748
aglink,baseline,ssa,prod,osd,1000 t,2020,11269.73645
aglink,baseline,ssa,prod,osd,1000 t,2030,13424.86203
aglink,baseline,ssa,prod,osd,1000 t,2040,15097.95213
aglink,baseline,ssa,prod,pfb,1000 t,2000,1148.410452
aglink,baseline,ssa,prod,pfb,1000 t,2010,927.8721686
aglink,baseline,ssa,prod,pfb,1000 t,2020,1767.291735
aglink,baseline,ssa,prod,pfb,1000 t,2030,1685.82549
aglink,baseline,ssa,prod,pfb,1000 t,2040,1932.347001
aglink,baseline,ssa,prod,ric,1000 t,2000,7223.503022
aglink,baseline,ssa,prod,ric,1000 t,2010,14186.32302
aglink,baseline,ssa,prod,ric,1000 t,2020,21013.96707
aglink,baseline,ssa,prod,ric,1000 t,2030,26322.74982
aglink,baseline,ssa,prod,ric,1000 t,2040,31786.19069
aglink,baseline,ssa,prod,rum,1000 t,2000,4168.946531
aglink,baseline,ssa,prod,rum,1000 t,2010,5803.308771
aglink,baseline,ssa,prod,rum,1000 t,2020,7055.484412
aglink,baseline,ssa,prod,rum,1000 t,2030,8314.040031
aglink,baseline,ssa,prod,rum,1000 t,2040,10155.65443
aglink,baseline,ssa,prod,sgc,1000 t,2000,62141.02531
aglink,baseline,ssa,prod,sgc,1000 t,2010,64264.37322
aglink,baseline,ssa,prod,sgc,1000 t,2020,74776.83622
aglink,baseline,ssa,prod,sgc,1000 t,2030,79568.44302
aglink,baseline,ssa,prod,sgc,1000 t,2040,84617.3344
aglink,baseline,ssa,prod,vfn,1000 t,2000,52195.65045
aglink,baseline,ssa,prod,vfn,1000 t,2010,82557.92776
aglink,baseline,ssa,prod,vfn,1000 t,2020,114397.2614
aglink,baseline,ssa,prod,vfn,1000 t,2030,143515.4055
aglink,baseline,ssa,prod,vfn,1000 t,2040,178191.9281
aglink,baseline,ssa,prod,wht,1000 t,2000,4436.96009
aglink,baseline,ssa,prod,wht,1000 t,2010,5347.792729
aglink,baseline,ssa,prod,wht,1000 t,2020,8625.196709
aglink,baseline,ssa,prod,wht,1000 t,2030,8646.826633
aglink,baseline,ssa,prod,wht,1000 t,2040,9265.762025
aglink,baseline,ssa,yild,cgr,t/ha,2000,0.989974338
aglink,baseline,ssa,yild,cgr,t/ha,2010,1.326710558
aglink,baseline,ssa,yild,cgr,t/ha,2020,1.61576669
aglink,baseline,ssa,yild,cgr,t/ha,2030,1.906113668
aglink,baseline,ssa,yild,cgr,t/ha,2040,2.177632934
aglink,baseline,ssa,yild,dry,t/ha,2000,3.192401199
aglink,baseline,ssa,yild,dry,t/ha,2010,4.142135339
aglink,baseline,ssa,yild,dry,t/ha,2020,4.973239332
aglink,baseline,ssa,yild,dry,t/ha,2030,5.008981192
aglink,baseline,ssa,yild,dry,t/ha,2040,5.314070502
aglink,baseline,ssa,yild,osd,t/ha,2000,0.669501186
aglink,baseline,ssa,yild,osd,t/ha,2010,0.691242023
aglink,baseline,ssa,yild,osd,t/ha,2020,0.772151951
aglink,baseline,ssa,yild,osd,t/ha,2030,0.894437893
aglink,baseline,ssa,yild,osd,t/ha,2040,0.994142448
aglink,baseline,ssa,yild,pfb,t/ha,2000,0.321033514
aglink,baseline,ssa,yild,pfb,t/ha,2010,0.293028116
aglink,baseline,ssa,yild,pfb,t/ha,2020,0.42554921
aglink,baseline,ssa,yild,pfb,t/ha,2030,0.3727483
aglink,baseline,ssa,yild,pfb,t/ha,2040,0.427563602
aglink,baseline,ssa,yild,ric,t/ha,2000,1.040415648
aglink,baseline,ssa,yild,ric,t/ha,2010,1.385569676
aglink,baseline,ssa,yild,ric,t/ha,2020,1.369358463
aglink,baseline,ssa,yild,ric,t/ha,2030,1.5572308
aglink,baseline,ssa,yild,ric,t/ha,2040,1.782367836
aglink,baseline,ssa,yild,sgc,t/ha,2000,59.05497136
aglink,baseline,ssa,yild,sgc,t/ha,2010,53.90536699
aglink,baseline,ssa,yild,sgc,t/ha,2020,54.81360104
aglink,baseline,ssa,yild,sgc,t/ha,2030,54.37282763
aglink,baseline,ssa,yild,sgc,t/ha,2040,54.69920984
aglink,baseline,ssa,yild,vfn,t/ha,2000,1.446526988
aglink,baseline,ssa,yild,vfn,t/ha,2010,1.719544294
aglink,baseline,ssa,yild,vfn,t/ha,2020,1.760107197
aglink,baseline,ssa,yild,vfn,t/ha,2030,1.914081151
aglink,baseline,ssa,yild,vfn,t/ha,2040,2.116261587
aglink,baseline,ssa,yild,wht,t/ha,2000,1.906662415
aglink,baseline,ssa,yild,wht,t/ha,2010,2.065309338
aglink,baseline,ssa,yild,wht,t/ha,2020,3.312629294
aglink,baseline,ssa,yild,wht,t/ha,2030,3.716082773
aglink,baseline,ssa,yild,wht,t/ha,2040,4.03366276
aglink,baseline,usa,area,cgr,1000 ha,2000,35494.2874
aglink,baseline,usa,area,cgr,1000 ha,2010,36421.83
aglink,baseline,usa,area,cgr,1000 ha,2020,36543.2361
aglink,baseline,usa,area,cgr,1000 ha,2030,38037.28125
aglink,baseline,usa,area,cgr,1000 ha,2040,38143.36204
aglink,baseline,usa,area,grs,1000 ha,2000,252489.0737
aglink,baseline,usa,area,grs,1000 ha,2010,263643.9526
aglink,baseline,usa,area,grs,1000 ha,2020,266292.2878
aglink,baseline,usa,area,grs,1000 ha,2030,268967.2259
aglink,baseline,usa,area,grs,1000 ha,2040,271669.034
aglink,baseline,usa,area,osd,1000 ha,2000,31552.9563
aglink,baseline,usa,area,osd,1000 ha,2010,32845.0242
aglink,baseline,usa,area,osd,1000 ha,2020,35361.7401
aglink,baseline,usa,area,osd,1000 ha,2030,36492.98674
aglink,baseline,usa,area,osd,1000 ha,2040,35971.55514
aglink,baseline,usa,area,pfb,1000 ha,2000,5282.379411
aglink,baseline,usa,area,pfb,1000 ha,2010,4329.624807
aglink,baseline,usa,area,pfb,1000 ha,2020,3346.76149
aglink,baseline,usa,area,pfb,1000 ha,2030,3820.989087
aglink,baseline,usa,area,pfb,1000 ha,2040,3897.427772
aglink,baseline,usa,area,ric,1000 ha,2000,1229.843793
aglink,baseline,usa,area,ric,1000 ha,2010,1464.96694
aglink,baseline,usa,area,ric,1000 ha,2020,1230.24848
aglink,baseline,usa,area,ric,1000 ha,2030,1057.12216
aglink,baseline,usa,area,ric,1000 ha,2040,1034.160594
aglink,baseline,usa,area,sgc,1000 ha,2000,973.4
aglink,baseline,usa,area,sgc,1000 ha,2010,801.8502901
aglink,baseline,usa,area,sgc,1000 ha,2020,827.6692778
aglink,baseline,usa,area,sgc,1000 ha,2030,774.9735866
aglink,baseline,usa,area,sgc,1000 ha,2040,770.1601893
aglink,baseline,usa,area,vfn,1000 ha,2000,1448.383
aglink,baseline,usa,area,vfn,1000 ha,2010,1817.525
aglink,baseline,usa,area,vfn,1000 ha,2020,1827.775
aglink,baseline,usa,area,vfn,1000 ha,2030,1980.849057
aglink,baseline,usa,area,vfn,1000 ha,2040,2224.4575
aglink,baseline,usa,area,wht,1000 ha,2000,21488.8797
aglink,baseline,usa,area,wht,1000 ha,2010,19263.1012
aglink,baseline,usa,area,wht,1000 ha,2020,14892.4816
aglink,baseline,usa,area,wht,1000 ha,2030,14821.73897
aglink,baseline,usa,area,wht,1000 ha,2040,14847.71802
aglink,baseline,usa,cons,cgr,1000 t,2000,215833.8258
aglink,baseline,usa,cons,cgr,1000 t,2010,298989.4487
aglink,baseline,usa,cons,cgr,1000 t,2020,310175.8416
aglink,baseline,usa,cons,cgr,1000 t,2030,352875.9769
aglink,baseline,usa,cons,cgr,1000 t,2040,367958.8967
aglink,baseline,usa,cons,nrm,1000 t,2000,26490.80677
aglink,baseline,usa,cons,nrm,1000 t,2010,29158.20616
aglink,baseline,usa,cons,nrm,1000 t,2020,34747.30417
aglink,baseline,usa,cons,nrm,1000 t,2030,37953.31964
aglink,baseline,usa,cons,nrm,1000 t,2040,39956.4042
aglink,baseline,usa,cons,osd,1000 t,2000,52693.829
aglink,baseline,usa,cons,osd,1000 t,2010,52269.62326
aglink,baseline,usa,cons,osd,1000 t,2020,66971.88702
aglink,baseline,usa,cons,osd,1000 t,2030,76863.9138
aglink,baseline,usa,cons,osd,1000 t,2040,81107.05272
aglink,baseline,usa,cons,pfb,1000 t,2000,1929.47
aglink,baseline,usa,cons,pfb,1000 t,2010,849.13
aglink,baseline,usa,cons,pfb,1000 t,2020,522.5390317
aglink,baseline,usa,cons,pfb,1000 t,2030,519.2811424
aglink,baseline,usa,cons,pfb,1000 t,2040,522.0701476
aglink,baseline,usa,cons,ric,1000 t,2000,3756.07247
aglink,baseline,usa,cons,ric,1000 t,2010,4809.459399
aglink,baseline,usa,cons,ric,1000 t,2020,4820.744781
aglink,baseline,usa,cons,ric,1000 t,2030,5236.495634
aglink,baseline,usa,cons,ric,1000 t,2040,5565.965039
aglink,baseline,usa,cons,rum,1000 t,2000,12663.10104
aglink,baseline,usa,cons,rum,1000 t,2010,12176.08114
aglink,baseline,usa,cons,rum,1000 t,2020,12738.8212
aglink,baseline,usa,cons,rum,1000 t,2030,13020.68236
aglink,baseline,usa,cons,rum,1000 t,2040,13338.85637
aglink,baseline,usa,cons,vfn,1000 t,2000,6157.754922
aglink,baseline,usa,cons,vfn,1000 t,2010,5781.460272
aglink,baseline,usa,cons,vfn,1000 t,2020,6842.269734
aglink,baseline,usa,cons,vfn,1000 t,2030,7530.601849
aglink,baseline,usa,cons,vfn,1000 t,2040,8174.180014
aglink,baseline,usa,cons,wht,1000 t,2000,36183.672
aglink,baseline,usa,cons,wht,1000 t,2010,30726.864
aglink,baseline,usa,cons,wht,1000 t,2020,30481.92
aglink,baseline,usa,cons,wht,1000 t,2030,29581.1316
aglink,baseline,usa,cons,wht,1000 t,2040,29779.66553
aglink,baseline,usa,expo,cgr,1000 t,2000,57044.85216
aglink,baseline,usa,expo,cgr,1000 t,2010,50787.1173
aglink,baseline,usa,expo,cgr,1000 t,2020,74596.0574
aglink,baseline,usa,expo,cgr,1000 t,2030,60159.8481
aglink,baseline,usa,expo,cgr,1000 t,2040,60046.42768
aglink,baseline,usa,expo,nrm,1000 t,2000,3240.583881
aglink,baseline,usa,expo,nrm,1000 t,2010,5440.561008
aglink,baseline,usa,expo,nrm,1000 t,2020,7133.992642
aglink,baseline,usa,expo,nrm,1000 t,2030,6764.25882
aglink,baseline,usa,expo,nrm,1000 t,2040,7104.285914
aglink,baseline,usa,expo,osd,1000 t,2000,27698.236
aglink,baseline,usa,expo,osd,1000 t,2010,41469.34074
aglink,baseline,usa,expo,osd,1000 t,2020,63288.10898
aglink,baseline,usa,expo,osd,1000 t,2030,52871.30622
aglink,baseline,usa,expo,osd,1000 t,2040,54717.19499
aglink,baseline,usa,expo,pfb,1000 t,2000,1467.46
aglink,baseline,usa,expo,pfb,1000 t,2010,3130.01
aglink,baseline,usa,expo,pfb,1000 t,2020,3265.868948
aglink,baseline,usa,expo,pfb,1000 t,2030,3475.460872
aglink,baseline,usa,expo,pfb,1000 t,2040,4012.795022
aglink,baseline,usa,expo,ric,1000 t,2000,2566.244916
aglink,baseline,usa,expo,ric,1000 t,2010,3567.414278
aglink,baseline,usa,expo,ric,1000 t,2020,2964.426555
aglink,baseline,usa,expo,ric,1000 t,2030,2453.014054
aglink,baseline,usa,expo,ric,1000 t,2040,2711.31151
aglink,baseline,usa,expo,rum,1000 t,2000,1257.196754
aglink,baseline,usa,expo,rum,1000 t,2010,1069.578812
aglink,baseline,usa,expo,rum,1000 t,2020,1390.667305
aglink,baseline,usa,expo,rum,1000 t,2030,1562.647516
aglink,baseline,usa,expo,rum,1000 t,2040,1735.297444
aglink,baseline,usa,expo,vfn,1000 t,2000,967.3230778
aglink,baseline,usa,expo,vfn,1000 t,2010,1984.510728
aglink,baseline,usa,expo,vfn,1000 t,2020,2063.872997
aglink,baseline,usa,expo,vfn,1000 t,2030,2519.461921
aglink,baseline,usa,expo,vfn,1000 t,2040,3032.023561
aglink,baseline,usa,expo,wht,1000 t,2000,28903.392
aglink,baseline,usa,expo,wht,1000 t,2010,35081.424
aglink,baseline,usa,expo,wht,1000 t,2020,26998.272
aglink,baseline,usa,expo,wht,1000 t,2030,24001.19288
aglink,baseline,usa,expo,wht,1000 t,2040,26188.22541
aglink,baseline,usa,feed,cgr,1000 t,2000,144216.2377
aglink,baseline,usa,feed,cgr,1000 t,2010,115773.1102
aglink,baseline,usa,feed,cgr,1000 t,2020,126782.3065
aglink,baseline,usa,feed,cgr,1000 t,2030,151691.0279
aglink,baseline,usa,feed,cgr,1000 t,2040,164864.6061
aglink,baseline,usa,feed,osd,1000 t,2000,768.4892777
aglink,baseline,usa,feed,osd,1000 t,2010,621.4471723
aglink,baseline,usa,feed,osd,1000 t,2020,674.7545785
aglink,baseline,usa,feed,osd,1000 t,2030,805.2582231
aglink,baseline,usa,feed,osd,1000 t,2040,876.8579898
aglink,baseline,usa,feed,vfn,1000 t,2000,215.2490295
aglink,baseline,usa,feed,vfn,1000 t,2010,144.0591509
aglink,baseline,usa,feed,vfn,1000 t,2020,976.7149601
aglink,baseline,usa,feed,vfn,1000 t,2030,1177.455983
aglink,baseline,usa,feed,vfn,1000 t,2040,1293.277871
aglink,baseline,usa,feed,wht,1000 t,2000,8175.6864
aglink,baseline,usa,feed,wht,1000 t,2010,3592.512
aglink,baseline,usa,feed,wht,1000 t,2020,2585.52
aglink,baseline,usa,feed,wht,1000 t,2030,1321.400194
aglink,baseline,usa,feed,wht,1000 t,2040,1099.689656
aglink,baseline,usa,food,cgr,1000 t,2000,6148.214272
aglink,baseline,usa,food,cgr,1000 t,2010,6722.625207
aglink,baseline,usa,food,cgr,1000 t,2020,7344.54267
aglink,baseline,usa,food,cgr,1000 t,2030,7688.99645
aglink,baseline,usa,food,cgr,1000 t,2040,7940.870741
aglink,baseline,usa,food,nrm,1000 t,2000,18370.72739
aglink,baseline,usa,food,nrm,1000 t,2010,20123.56263
aglink,baseline,usa,food,nrm,1000 t,2020,24017.43943
aglink,baseline,usa,food,nrm,1000 t,2030,26223.05776
aglink,baseline,usa,food,nrm,1000 t,2040,27682.57652
aglink,baseline,usa,food,osd,1000 t,2000,749.5803107
aglink,baseline,usa,food,osd,1000 t,2010,1174.230511
aglink,baseline,usa,food,osd,1000 t,2020,1237.067026
aglink,baseline,usa,food,osd,1000 t,2030,1229.027136
aglink,baseline,usa,food,osd,1000 t,2040,1226.665698
aglink,baseline,usa,food,ric,1000 t,2000,3173.743663
aglink,baseline,usa,food,ric,1000 t,2010,4115.116662
aglink,baseline,usa,food,ric,1000 t,2020,4100.720337
aglink,baseline,usa,food,ric,1000 t,2030,4524.465135
aglink,baseline,usa,food,ric,1000 t,2040,4809.241556
aglink,baseline,usa,food,rum,1000 t,2000,8389.57746
aglink,baseline,usa,food,rum,1000 t,2010,8075.407915
aglink,baseline,usa,food,rum,1000 t,2020,8452.588871
aglink,baseline,usa,food,rum,1000 t,2030,8635.139902
aglink,baseline,usa,food,rum,1000 t,2040,8839.342481
aglink,baseline,usa,food,vfn,1000 t,2000,4801.144217
aglink,baseline,usa,food,vfn,1000 t,2010,4941.751055
aglink,baseline,usa,food,vfn,1000 t,2020,4905.398022
aglink,baseline,usa,food,vfn,1000 t,2030,5372.415511
aglink,baseline,usa,food,vfn,1000 t,2040,5909.739029
aglink,baseline,usa,food,wht,1000 t,2000,24256.42415
aglink,baseline,usa,food,wht,1000 t,2010,23793.68069
aglink,baseline,usa,food,wht,1000 t,2020,24650.56836
aglink,baseline,usa,food,wht,1000 t,2030,25342.56492
aglink,baseline,usa,food,wht,1000 t,2040,25851.13894
aglink,baseline,usa,impo,cgr,1000 t,2000,2342.435815
aglink,baseline,usa,impo,cgr,1000 t,2010,2144.12722
aglink,baseline,usa,impo,cgr,1000 t,2020,2395.827
aglink,baseline,usa,impo,cgr,1000 t,2030,2692.172115
aglink,baseline,usa,impo,cgr,1000 t,2040,2622.117174
aglink,baseline,usa,impo,nrm,1000 t,2000,655.8501329
aglink,baseline,usa,impo,nrm,1000 t,2010,638.9442674
aglink,baseline,usa,impo,nrm,1000 t,2020,634.551982
aglink,baseline,usa,impo,nrm,1000 t,2030,1022.553486
aglink,baseline,usa,impo,nrm,1000 t,2040,1119.082283
aglink,baseline,usa,impo,osd,1000 t,2000,456.264
aglink,baseline,usa,impo,osd,1000 t,2010,924.324
aglink,baseline,usa,impo,osd,1000 t,2020,1215.82
aglink,baseline,usa,impo,osd,1000 t,2030,1118.106396
aglink,baseline,usa,impo,osd,1000 t,2040,1059.894666
aglink,baseline,usa,impo,pfb,1000 t,2000,3.48
aglink,baseline,usa,impo,pfb,1000 t,2010,1.96
aglink,baseline,usa,impo,pfb,1000 t,2020,1.099509212
aglink,baseline,usa,impo,pfb,1000 t,2030,1.209504332
aglink,baseline,usa,impo,pfb,1000 t,2040,1.345308768
aglink,baseline,usa,impo,ric,1000 t,2000,344.1134126
aglink,baseline,usa,impo,ric,1000 t,2010,577.7316928
aglink,baseline,usa,impo,ric,1000 t,2020,1076.538291
aglink,baseline,usa,impo,ric,1000 t,2030,1523.432622
aglink,baseline,usa,impo,ric,1000 t,2040,1870.664831
aglink,baseline,usa,impo,rum,1000 t,2000,2009.315624
aglink,baseline,usa,impo,rum,1000 t,2010,1722.206311
aglink,baseline,usa,impo,rum,1000 t,2020,2153.64027
aglink,baseline,usa,impo,rum,1000 t,2030,2012.262468
aglink,baseline,usa,impo,rum,1000 t,2040,1952.458022
aglink,baseline,usa,impo,vfn,1000 t,2000,744.2817299
aglink,baseline,usa,impo,vfn,1000 t,2010,1012.842
aglink,baseline,usa,impo,vfn,1000 t,2020,1689.023709
aglink,baseline,usa,impo,vfn,1000 t,2030,1823.67194
aglink,baseline,usa,impo,vfn,1000 t,2040,1879.906883
aglink,baseline,usa,impo,wht,1000 t,2000,2443.9968
aglink,baseline,usa,impo,wht,1000 t,2010,2639.952
aglink,baseline,usa,impo,wht,1000 t,2020,2721.6
aglink,baseline,usa,impo,wht,1000 t,2030,2919.611444
aglink,baseline,usa,impo,wht,1000 t,2040,3188.507971
aglink,baseline,usa,land,crp,1000 ha,2000,161909.9263
aglink,baseline,usa,land,crp,1000 ha,2010,143347.7474
aglink,baseline,usa,land,crp,1000 ha,2020,139159.4049
aglink,baseline,usa,land,crp,1000 ha,2030,136016.2678
aglink,baseline,usa,land,crp,1000 ha,2040,132763.6432
aglink,baseline,usa,land,for,1000 ha,2000,303536
aglink,baseline,usa,land,for,1000 ha,2010,308720
aglink,baseline,usa,land,for,1000 ha,2020,309795
aglink,baseline,usa,land,for,1000 ha,2030,309034.062
aglink,baseline,usa,land,for,1000 ha,2040,308346.6618
aglink,baseline,usa,land,grs,1000 ha,2000,252489.0737
aglink,baseline,usa,land,grs,1000 ha,2010,263643.9526
aglink,baseline,usa,land,grs,1000 ha,2020,266292.2878
aglink,baseline,usa,land,grs,1000 ha,2030,268996.1541
aglink,baseline,usa,land,grs,1000 ha,2040,271728.7493
aglink,baseline,usa,land,nld,1000 ha,2000,198257
aglink,baseline,usa,land,nld,1000 ha,2010,199030.3
aglink,baseline,usa,land,nld,1000 ha,2020,199495.3073
aglink,baseline,usa,land,nld,1000 ha,2030,200695.5161
aglink,baseline,usa,land,nld,1000 ha,2040,201902.9457
aglink,baseline,usa,nett,cgr,1000 t,2000,54702.41635
aglink,baseline,usa,nett,cgr,1000 t,2010,48642.99008
aglink,baseline,usa,nett,cgr,1000 t,2020,72200.2304
aglink,baseline,usa,nett,cgr,1000 t,2030,57467.67598
aglink,baseline,usa,nett,cgr,1000 t,2040,57424.31051
aglink,baseline,usa,nett,nrm,1000 t,2000,2584.733748
aglink,baseline,usa,nett,nrm,1000 t,2010,4801.61674
aglink,baseline,usa,nett,nrm,1000 t,2020,6499.44066
aglink,baseline,usa,nett,nrm,1000 t,2030,5741.705334
aglink,baseline,usa,nett,nrm,1000 t,2040,5985.20363
aglink,baseline,usa,nett,osd,1000 t,2000,27241.972
aglink,baseline,usa,nett,osd,1000 t,2010,40545.01674
aglink,baseline,usa,nett,osd,1000 t,2020,62072.28898
aglink,baseline,usa,nett,osd,1000 t,2030,51753.19982
aglink,baseline,usa,nett,osd,1000 t,2040,53657.30033
aglink,baseline,usa,nett,pfb,1000 t,2000,1463.98
aglink,baseline,usa,nett,pfb,1000 t,2010,3128.05
aglink,baseline,usa,nett,pfb,1000 t,2020,3264.769439
